nodes	percent_of_prediction	percent_of_DWPC	metapath
Reserpine—SLC22A1—Metabolism—AGT—IgA glomerulonephritis	8.03e-05	0.000114	CbGpPWpGaD
Reserpine—CYP3A5—Metabolism—HMOX1—IgA glomerulonephritis	7.97e-05	0.000113	CbGpPWpGaD
Reserpine—ABCB1—Transmembrane transport of small molecules—ALB—IgA glomerulonephritis	7.71e-05	0.000109	CbGpPWpGaD
Reserpine—ABCB11—Metabolism—PTEN—IgA glomerulonephritis	7.71e-05	0.000109	CbGpPWpGaD
Reserpine—CYP3A5—Metabolism—TYMS—IgA glomerulonephritis	7.52e-05	0.000107	CbGpPWpGaD
Reserpine—ABCB1—Metabolism—CD44—IgA glomerulonephritis	7.32e-05	0.000104	CbGpPWpGaD
Reserpine—ABCB1—Metabolism—ABCA1—IgA glomerulonephritis	7.01e-05	9.94e-05	CbGpPWpGaD
Reserpine—CYP3A5—Metabolism—CD36—IgA glomerulonephritis	6.93e-05	9.83e-05	CbGpPWpGaD
Reserpine—SLC22A2—Metabolism—ALB—IgA glomerulonephritis	6.61e-05	9.38e-05	CbGpPWpGaD
Reserpine—CYP3A5—Metabolism—AGT—IgA glomerulonephritis	6.24e-05	8.85e-05	CbGpPWpGaD
Reserpine—SLC22A1—Metabolism—ALB—IgA glomerulonephritis	6.16e-05	8.74e-05	CbGpPWpGaD
Reserpine—ABCB1—Metabolism—HMOX1—IgA glomerulonephritis	6.02e-05	8.53e-05	CbGpPWpGaD
Reserpine—ABCB1—Metabolism—TYMS—IgA glomerulonephritis	5.67e-05	8.04e-05	CbGpPWpGaD
Reserpine—ABCB11—Metabolism—PIK3CA—IgA glomerulonephritis	5.44e-05	7.72e-05	CbGpPWpGaD
Reserpine—ABCB1—Metabolism—CD36—IgA glomerulonephritis	5.23e-05	7.41e-05	CbGpPWpGaD
Reserpine—SLC22A2—Metabolism—PTEN—IgA glomerulonephritis	5.05e-05	7.15e-05	CbGpPWpGaD
Reserpine—CYP3A5—Metabolism—ALB—IgA glomerulonephritis	4.79e-05	6.79e-05	CbGpPWpGaD
Reserpine—ABCB1—Metabolism—AGT—IgA glomerulonephritis	4.71e-05	6.68e-05	CbGpPWpGaD
Reserpine—SLC22A1—Metabolism—PTEN—IgA glomerulonephritis	4.7e-05	6.67e-05	CbGpPWpGaD
Reserpine—CYP3A5—Metabolism—PTEN—IgA glomerulonephritis	3.65e-05	5.18e-05	CbGpPWpGaD
Reserpine—ABCB1—Metabolism—ALB—IgA glomerulonephritis	3.61e-05	5.12e-05	CbGpPWpGaD
Reserpine—SLC22A2—Metabolism—PIK3CA—IgA glomerulonephritis	3.56e-05	5.05e-05	CbGpPWpGaD
Reserpine—SLC22A1—Metabolism—PIK3CA—IgA glomerulonephritis	3.32e-05	4.7e-05	CbGpPWpGaD
Reserpine—ABCB1—Metabolism—PTEN—IgA glomerulonephritis	2.76e-05	3.91e-05	CbGpPWpGaD
Reserpine—CYP3A5—Metabolism—PIK3CA—IgA glomerulonephritis	2.58e-05	3.65e-05	CbGpPWpGaD
Reserpine—ABCB1—Metabolism—PIK3CA—IgA glomerulonephritis	1.94e-05	2.76e-05	CbGpPWpGaD
